step,phi_max,twist_energy_max,soliton_energy,twist_energy,gravity_energy,discarded_energy,alpha_pwari,emitted_energy_cumulative,Lz
19300,0.25091,3.87695e-03,4.34195e+01,3.75267e-01,4.87249e-01,2.54171e-01,0.00864280,2.51373e+02,1.22740e-07
19400,0.18546,2.10591e-03,4.95468e+01,3.12861e-01,5.10510e-01,2.91838e-01,0.00631445,2.52357e+02,-1.54108e-07
19500,0.13826,1.14880e-03,5.23015e+01,3.05112e-01,4.83009e-01,2.82115e-01,0.00583371,2.53338e+02,-1.71071e-07
19600,0.23362,3.39933e-03,4.63735e+01,3.49176e-01,5.53258e-01,2.47170e-01,0.00752964,2.54316e+02,-2.30527e-07
19700,0.20623,2.62959e-03,5.16978e+01,3.16476e-01,5.26935e-01,2.17929e-01,0.00612165,2.55292e+02,-1.39292e-07
19800,0.12213,8.98021e-04,4.94455e+01,2.84201e-01,4.56676e-01,3.08979e-01,0.00574776,2.56265e+02,-7.86476e-08
19900,0.16912,1.72416e-03,3.56557e+01,3.27201e-01,4.64939e-01,4.41450e-01,0.00917670,2.57237e+02,-7.97329e-07
20000,0.21657,2.84112e-03,3.98497e+01,3.64878e-01,4.85177e-01,3.49898e-01,0.00915635,2.58205e+02,-5.55871e-07
20100,0.20098,2.48770e-03,4.73008e+01,3.43677e-01,4.78212e-01,2.79911e-01,0.00726578,2.59170e+02,-3.03376e-07
20200,0.18175,2.00144e-03,4.47207e+01,3.10275e-01,5.00445e-01,3.82848e-01,0.00693807,2.60133e+02,-7.23912e-07
20300,0.15981,1.55855e-03,5.00201e+01,2.89865e-01,4.85990e-01,2.83073e-01,0.00579498,2.61093e+02,-1.37774e-07
20400,0.15033,1.37598e-03,5.55887e+01,3.05396e-01,5.06329e-01,2.21970e-01,0.00549384,2.62050e+02,-2.66184e-07
20500,0.16409,1.63697e-03,4.84840e+01,3.37759e-01,5.54298e-01,2.37210e-01,0.00696640,2.63004e+02,-1.45239e-07
20600,0.22182,2.94570e-03,3.32195e+01,3.21994e-01,5.80885e-01,3.18126e-01,0.00969294,2.63956e+02,-3.27424e-07
20700,0.14187,1.14784e-03,3.36614e+01,3.14057e-01,5.73252e-01,3.45853e-01,0.00932988,2.64904e+02,-5.70372e-07
20800,0.24562,3.62192e-03,4.61483e+01,3.42573e-01,6.17811e-01,3.07236e-01,0.00742330,2.65851e+02,-1.96299e-06
20900,0.21224,2.69243e-03,4.29239e+01,3.33735e-01,6.57444e-01,2.49791e-01,0.00777505,2.66794e+02,-1.13282e-06
21000,0.20213,2.48105e-03,4.53332e+01,2.92364e-01,5.68379e-01,2.69791e-01,0.00644923,2.67735e+02,-1.28485e-06
21100,0.17757,1.89257e-03,5.52107e+01,2.76781e-01,5.62722e-01,3.30875e-01,0.00501317,2.68673e+02,5.48985e-08
21200,0.17253,1.76761e-03,4.87723e+01,3.10848e-01,5.21667e-01,3.18671e-01,0.00637346,2.69609e+02,-1.68039e-07
21300,0.17514,1.83570e-03,4.17960e+01,3.43972e-01,4.83692e-01,3.23883e-01,0.00822978,2.70543e+02,-7.81929e-07
21400,0.18889,2.13227e-03,3.97431e+01,3.14340e-01,4.78117e-01,4.39080e-01,0.00790929,2.71473e+02,-3.82485e-07
21500,0.15303,1.40166e-03,4.53146e+01,2.80337e-01,4.56206e-01,3.29445e-01,0.00618647,2.72402e+02,-4.28223e-07
21600,0.16491,1.59486e-03,5.36413e+01,2.99841e-01,4.58936e-01,3.23368e-01,0.00558975,2.73327e+02,-1.15180e-06
21700,0.19971,2.38385e-03,4.66069e+01,3.30383e-01,4.92642e-01,3.00849e-01,0.00708872,2.74250e+02,-2.81335e-07
21800,0.21378,2.74375e-03,5.04193e+01,2.85338e-01,4.67531e-01,3.09874e-01,0.00565929,2.75171e+02,-1.83897e-07
21900,0.16012,1.48735e-03,5.46991e+01,2.76593e-01,4.53248e-01,4.00077e-01,0.00505663,2.76089e+02,-3.06097e-07
22000,0.20039,2.29250e-03,3.96189e+01,3.33421e-01,5.10352e-01,4.07242e-01,0.00841572,2.77005e+02,-4.14525e-07
22100,0.19851,2.32062e-03,3.98101e+01,3.28673e-01,5.05906e-01,3.79694e-01,0.00825603,2.77918e+02,-7.35327e-07
22200,0.18888,2.09924e-03,4.88068e+01,2.86445e-01,4.93571e-01,4.15885e-01,0.00586896,2.78829e+02,-1.04409e-06
22300,0.12773,9.28090e-04,4.41433e+01,2.76501e-01,4.89596e-01,4.34141e-01,0.00626371,2.79737e+02,-3.79699e-07
22400,0.14151,1.17693e-03,4.74103e+01,2.92135e-01,4.38440e-01,3.28635e-01,0.00616185,2.80643e+02,-1.14023e-07
22500,0.18507,1.96778e-03,5.10010e+01,3.20898e-01,4.75972e-01,2.85465e-01,0.00629200,2.81546e+02,-3.44885e-07
22600,0.16002,1.41800e-03,4.47833e+01,3.05385e-01,5.16640e-01,4.05822e-01,0.00681918,2.82447e+02,-2.06770e-07
22700,0.16296,1.55857e-03,3.43034e+01,2.92746e-01,4.84633e-01,4.28922e-01,0.00853402,2.83345e+02,-5.11408e-07
22800,0.19334,2.13317e-03,3.74546e+01,2.99201e-01,5.23692e-01,4.25605e-01,0.00798834,2.84241e+02,-7.70176e-07
22900,0.19991,2.30791e-03,4.74429e+01,3.06217e-01,5.70195e-01,3.59601e-01,0.00645444,2.85134e+02,-1.06572e-06
23000,0.21175,2.63073e-03,4.04722e+01,2.89026e-01,5.73395e-01,3.90055e-01,0.00714134,2.86024e+02,-5.63396e-07
23100,0.14006,1.11417e-03,3.56798e+01,2.82026e-01,5.34315e-01,5.42194e-01,0.00790434,2.86912e+02,-2.87660e-07
23200,0.20586,2.40060e-03,4.76414e+01,2.91443e-01,5.13953e-01,4.40611e-01,0.00611742,2.87799e+02,1.98210e-07
23300,0.14272,1.12980e-03,4.04462e+01,3.26360e-01,4.92406e-01,4.50103e-01,0.00806900,2.88682e+02,-3.89646e-07
23400,0.19964,2.29938e-03,3.47724e+01,3.16194e-01,4.83120e-01,4.77341e-01,0.00909325,2.89563e+02,-6.28582e-07
23500,0.18759,1.99311e-03,4.22102e+01,2.61859e-01,5.01987e-01,5.13097e-01,0.00620369,2.90442e+02,-1.04156e-06
23600,0.12187,8.54483e-04,4.62626e+01,2.61385e-01,4.86543e-01,3.99554e-01,0.00565003,2.91318e+02,-8.03375e-07
23700,0.20111,2.32167e-03,4.67731e+01,3.07560e-01,5.12620e-01,3.66940e-01,0.00657557,2.92192e+02,-3.14260e-07
23800,0.15763,1.39516e-03,4.41646e+01,2.92560e-01,5.44467e-01,3.99373e-01,0.00662430,2.93063e+02,-3.35858e-07
23900,0.23107,3.07194e-03,4.44027e+01,2.77920e-01,4.72833e-01,4.66866e-01,0.00625906,2.93932e+02,-5.09070e-08
24000,0.17253,1.60173e-03,5.17166e+01,2.92590e-01,5.07581e-01,5.01649e-01,0.00565756,2.94799e+02,-2.89310e-07
24100,0.23685,3.17705e-03,4.21843e+01,3.11183e-01,5.29493e-01,3.94517e-01,0.00737674,2.95664e+02,-3.51263e-07
24200,0.14960,1.21404e-03,3.79903e+01,2.77316e-01,5.04968e-01,4.48492e-01,0.00729965,2.96526e+02,-9.28383e-07
24300,0.16424,1.52381e-03,4.35885e+01,2.54812e-01,5.00869e-01,5.60099e-01,0.00584585,2.97385e+02,-6.40340e-07
24400,0.15753,1.38172e-03,4.19784e+01,2.61860e-01,5.33503e-01,4.28660e-01,0.00623797,2.98242e+02,-1.07432e-06
24500,0.13305,9.82738e-04,3.92499e+01,3.02257e-01,5.10978e-01,4.78335e-01,0.00770085,2.99097e+02,-7.83539e-07
24600,0.19041,2.05357e-03,4.55843e+01,3.15881e-01,5.50656e-01,4.42734e-01,0.00692960,2.99949e+02,-4.19828e-07
24700,0.16920,1.58292e-03,4.78954e+01,2.76301e-01,5.33370e-01,4.47773e-01,0.00576883,3.00799e+02,-6.14116e-10
24800,0.15318,1.24195e-03,4.11570e+01,2.71794e-01,4.82589e-01,4.33955e-01,0.00660382,3.01647e+02,3.25389e-08
24900,0.21753,2.62466e-03,3.70334e+01,2.92836e-01,5.22655e-01,4.55219e-01,0.00790736,3.02492e+02,-6.72821e-07
25000,0.13722,1.03837e-03,4.37254e+01,2.58309e-01,5.24019e-01,4.49926e-01,0.00590753,3.03336e+02,-4.83411e-07
25100,0.20193,2.28686e-03,3.38929e+01,2.61619e-01,5.19735e-01,5.78589e-01,0.00771898,3.04176e+02,-8.13931e-07
25200,0.19579,2.11762e-03,2.84406e+01,2.88152e-01,5.41284e-01,7.66077e-01,0.01013171,3.05015e+02,-3.97902e-07
25300,0.20928,2.43661e-03,4.58724e+01,3.01953e-01,5.65522e-01,5.39296e-01,0.00658246,3.05852e+02,-2.58147e-07
25400,0.16221,1.43515e-03,4.81582e+01,2.95496e-01,5.25000e-01,5.16861e-01,0.00613594,3.06686e+02,1.53132e-07
25500,0.16638,1.52560e-03,3.81634e+01,2.74786e-01,4.99227e-01,6.41807e-01,0.00720024,3.07518e+02,-2.24204e-07
25600,0.16577,1.49375e-03,4.48963e+01,2.34901e-01,4.67354e-01,4.49492e-01,0.00523208,3.08348e+02,-2.97535e-07
25700,0.12245,7.69595e-04,4.59125e+01,2.52439e-01,4.54819e-01,4.39902e-01,0.00549825,3.09175e+02,-2.28162e-07
25800,0.21295,2.49254e-03,3.80096e+01,2.90741e-01,5.08141e-01,4.94531e-01,0.00764916,3.10000e+02,-4.68433e-07
25900,0.11128,6.80645e-04,3.41959e+01,2.75395e-01,5.27835e-01,5.38890e-01,0.00805344,3.10823e+02,-5.93726e-08
26000,0.17634,1.71411e-03,4.31119e+01,2.76741e-01,5.10422e-01,5.66706e-01,0.00641913,3.11643e+02,-1.02959e-07
26100,0.23563,2.99109e-03,5.07401e+01,3.01299e-01,5.67612e-01,5.26445e-01,0.00593809,3.12461e+02,1.01484e-07
26200,0.15431,1.22444e-03,4.19583e+01,2.72756e-01,5.91816e-01,4.44086e-01,0.00650065,3.13277e+02,6.69740e-08
26300,0.16856,1.55501e-03,4.01347e+01,2.33717e-01,5.40271e-01,5.05848e-01,0.00582332,3.14091e+02,-1.85296e-07
26400,0.15375,1.25659e-03,4.26912e+01,2.35161e-01,5.61887e-01,6.80289e-01,0.00550842,3.14902e+02,-1.01178e-06
26500,0.17301,1.54138e-03,3.44160e+01,2.66004e-01,5.61497e-01,5.78110e-01,0.00772910,3.15712e+02,-7.46755e-07
26600,0.16982,1.53610e-03,3.86064e+01,2.89987e-01,5.71105e-01,6.02969e-01,0.00751138,3.16519e+02,-7.67720e-07
26700,0.19760,2.04665e-03,4.67196e+01,2.89847e-01,6.07226e-01,6.45354e-01,0.00620398,3.17323e+02,2.83984e-08
26800,0.12834,8.93659e-04,4.77746e+01,2.63941e-01,5.65419e-01,5.11465e-01,0.00552472,3.18126e+02,3.11897e-07
26900,0.17867,1.68291e-03,4.70111e+01,2.59891e-01,5.14823e-01,4.33468e-01,0.00552830,3.18927e+02,5.36977e-09
27000,0.23660,3.04044e-03,3.83337e+01,2.58584e-01,5.41714e-01,4.56862e-01,0.00674559,3.19725e+02,-1.09579e-07
27100,0.11811,6.95742e-04,3.54596e+01,2.28066e-01,5.01762e-01,5.08904e-01,0.00643172,3.20521e+02,-4.54595e-07
27200,0.20582,2.29911e-03,3.19336e+01,2.51822e-01,5.02959e-01,6.43747e-01,0.00788579,3.21314e+02,-6.70915e-07
27300,0.16453,1.39125e-03,2.67616e+01,2.94811e-01,5.75071e-01,7.40636e-01,0.01101620,3.22106e+02,-6.97094e-07
27400,0.16329,1.40394e-03,4.17260e+01,2.93731e-01,5.41583e-01,5.80494e-01,0.00703952,3.22896e+02,-5.28367e-07
27500,0.15174,1.16103e-03,4.74603e+01,2.71570e-01,5.20686e-01,6.07544e-01,0.00572204,3.23683e+02,-6.92570e-08
27600,0.17753,1.65992e-03,3.55381e+01,2.49861e-01,5.34840e-01,6.83389e-01,0.00703080,3.24469e+02,-1.81289e-08
27700,0.14259,1.04153e-03,3.91495e+01,2.27396e-01,4.84150e-01,5.42101e-01,0.00580839,3.25252e+02,-1.86595e-07
27800,0.19435,1.96015e-03,4.07162e+01,2.39524e-01,4.85185e-01,5.98071e-01,0.00588276,3.26033e+02,-5.74948e-08
27900,0.21069,2.33510e-03,3.22080e+01,2.57367e-01,5.17983e-01,7.02041e-01,0.00799078,3.26812e+02,-2.59782e-07
28000,0.13254,9.27072e-04,3.16907e+01,2.66695e-01,5.21316e-01,7.20446e-01,0.00841555,3.27589e+02,-2.16570e-07
28100,0.18022,1.65441e-03,4.32715e+01,2.86823e-01,5.15834e-01,6.82562e-01,0.00662847,3.28364e+02,-1.38154e-07
28200,0.17115,1.51384e-03,5.25692e+01,2.78424e-01,5.75705e-01,5.94368e-01,0.00529633,3.29137e+02,2.36621e-07
28300,0.16047,1.30621e-03,4.26065e+01,2.36116e-01,5.30813e-01,5.79433e-01,0.00554178,3.29908e+02,2.55007e-07
28400,0.16378,1.39456e-03,3.67918e+01,2.18345e-01,5.11302e-01,6.47441e-01,0.00593460,3.30676e+02,1.42928e-07
28500,0.14730,1.11412e-03,4.45963e+01,2.18305e-01,5.33273e-01,6.67640e-01,0.00489513,3.31442e+02,-2.55329e-08
28600,0.15860,1.26731e-03,3.62414e+01,2.51655e-01,5.35155e-01,6.52865e-01,0.00694385,3.32206e+02,-2.32903e-07
28700,0.16610,1.35636e-03,3.51170e+01,2.75919e-01,5.79614e-01,7.59681e-01,0.00785714,3.32968e+02,-1.93940e-07
28800,0.16512,1.40608e-03,4.68502e+01,2.68897e-01,6.26071e-01,7.71683e-01,0.00573951,3.33728e+02,-1.84433e-07
28900,0.18388,1.71618e-03,4.56567e+01,2.62549e-01,6.35984e-01,6.63313e-01,0.00575051,3.34487e+02,3.37100e-08
29000,0.21199,2.21772e-03,4.04692e+01,2.50314e-01,6.37717e-01,6.28235e-01,0.00618528,3.35243e+02,2.02984e-07
29100,0.16282,1.34984e-03,3.76268e+01,2.10468e-01,6.10635e-01,6.04622e-01,0.00559358,3.35997e+02,1.91397e-07
29200,0.11590,6.75975e-04,3.46614e+01,2.06034e-01,5.45593e-01,6.71837e-01,0.00594420,3.36748e+02,8.83653e-08
29300,0.18556,1.77838e-03,3.27813e+01,2.49232e-01,5.50746e-01,7.73545e-01,0.00760288,3.37498e+02,3.15738e-09
29400,0.15801,1.24224e-03,3.13474e+01,2.75976e-01,5.90996e-01,8.51251e-01,0.00880379,3.38246e+02,-7.36556e-09
29500,0.15220,1.15559e-03,3.98570e+01,2.72692e-01,5.76878e-01,8.21553e-01,0.00684177,3.38991e+02,-2.75403e-07
29600,0.16844,1.39495e-03,4.03408e+01,2.64096e-01,5.82762e-01,8.53759e-01,0.00654662,3.39735e+02,1.23505e-07
29700,0.13873,9.20638e-04,3.33457e+01,2.34962e-01,5.81553e-01,6.48865e-01,0.00704626,3.40477e+02,-5.02573e-08
29800,0.15227,1.13547e-03,3.77194e+01,2.10745e-01,5.01760e-01,5.97768e-01,0.00558719,3.41217e+02,-1.93148e-07
29900,0.15837,1.26352e-03,4.07986e+01,2.12791e-01,4.87985e-01,7.21907e-01,0.00521565,3.41954e+02,-1.37702e-07
30000,0.14585,1.06210e-03,3.48323e+01,2.30115e-01,5.21549e-01,7.43843e-01,0.00660638,3.42689e+02,-2.29150e-07
30100,0.11731,6.73745e-04,3.25961e+01,2.64262e-01,5.34848e-01,8.23381e-01,0.00810716,3.43423e+02,-6.25296e-08
30200,0.23133,2.58902e-03,3.99370e+01,2.90211e-01,5.94777e-01,8.79922e-01,0.00726672,3.44155e+02,2.00033e-08
30300,0.16784,1.37489e-03,4.60181e+01,2.53054e-01,6.01807e-01,7.66663e-01,0.00549900,3.44884e+02,5.02999e-08
30400,0.12162,6.80062e-04,3.53396e+01,2.16875e-01,5.46463e-01,7.73989e-01,0.00613687,3.45613e+02,-8.65926e-08
30500,0.20823,2.10851e-03,3.52128e+01,2.09102e-01,5.19607e-01,7.01032e-01,0.00593823,3.46338e+02,-2.13471e-07
30600,0.11241,6.11221e-04,4.55353e+01,2.02822e-01,5.17775e-01,6.67220e-01,0.00445418,3.47062e+02,-3.53815e-07
30700,0.14357,9.93076e-04,3.71253e+01,2.27412e-01,5.11638e-01,7.72414e-01,0.00612553,3.47784e+02,-3.73659e-07
30800,0.19298,1.83544e-03,3.26985e+01,2.63463e-01,5.87835e-01,1.04451e+00,0.00805734,3.48504e+02,-3.41148e-07
30900,0.15880,1.19379e-03,4.32209e+01,2.66883e-01,6.30707e-01,8.70628e-01,0.00617485,3.49222e+02,-2.59152e-07
31000,0.16520,1.26666e-03,4.33698e+01,2.57223e-01,6.32018e-01,7.39895e-01,0.00593091,3.49938e+02,9.09549e-10
31100,0.22806,2.50532e-03,3.93915e+01,2.23074e-01,6.20970e-01,7.42175e-01,0.00566299,3.50652e+02,-6.74064e-08
31200,0.14531,1.03479e-03,3.79206e+01,1.85416e-01,5.82141e-01,6.14226e-01,0.00488958,3.51365e+02,-2.29446e-08
31300,0.13003,8.14170e-04,4.13511e+01,1.93536e-01,5.30453e-01,6.31778e-01,0.00468032,3.52074e+02,-1.18208e-07
31400,0.20922,2.16218e-03,3.84643e+01,2.41049e-01,5.87965e-01,8.14866e-01,0.00626682,3.52782e+02,-1.65929e-07
31500,0.13843,9.01387e-04,3.12640e+01,2.56493e-01,6.64351e-01,9.27180e-01,0.00820409,3.53488e+02,-1.01561e-07
31600,0.17200,1.41044e-03,3.78499e+01,2.58126e-01,6.60069e-01,1.04651e+00,0.00681974,3.54192e+02,-3.96737e-07
31700,0.15213,1.14061e-03,3.68642e+01,2.55434e-01,7.00700e-01,9.28266e-01,0.00692907,3.54895e+02,-1.38628e-07
31800,0.17173,1.38191e-03,2.82102e+01,2.21333e-01,6.80951e-01,6.60040e-01,0.00784583,3.55596e+02,1.12077e-08
31900,0.12713,7.50314e-04,4.01984e+01,1.85433e-01,6.13296e-01,5.97037e-01,0.00461294,3.56294e+02,-3.21403e-08
32000,0.19617,1.85169e-03,4.11440e+01,1.93719e-01,5.99000e-01,7.40315e-01,0.00470832,3.56990e+02,-7.63593e-09
32100,0.13091,7.96848e-04,3.22515e+01,2.24655e-01,5.98617e-01,7.91112e-01,0.00696571,3.57685e+02,-1.63733e-07
32200,0.19434,1.77677e-03,3.55355e+01,2.64798e-01,6.35845e-01,9.50076e-01,0.00745164,3.58378e+02,-4.18377e-07
32300,0.19034,1.63691e-03,3.87888e+01,2.70110e-01,6.91755e-01,1.09757e+00,0.00696361,3.59069e+02,-4.44985e-08
32400,0.14779,1.01880e-03,3.88674e+01,2.31600e-01,6.90677e-01,9.63615e-01,0.00595872,3.59758e+02,-1.38316e-07
32500,0.16543,1.27323e-03,3.28830e+01,2.03389e-01,6.11170e-01,9.05903e-01,0.00618522,3.60446e+02,-1.61714e-08
32600,0.18856,1.71625e-03,3.16720e+01,1.97835e-01,5.89153e-01,8.05582e-01,0.00624637,3.61131e+02,-1.72375e-07
32700,0.13420,8.47256e-04,4.34022e+01,1.85350e-01,5.48460e-01,7.30490e-01,0.00427053,3.61815e+02,-2.30698e-07
32800,0.15992,1.16062e-03,3.55236e+01,2.18191e-01,5.66466e-01,9.08928e-01,0.00614214,3.62496e+02,-2.99037e-07
32900,0.22168,2.31774e-03,2.91324e+01,2.62491e-01,6.46781e-01,1.06723e+00,0.00901028,3.63176e+02,-9.12392e-07
33000,0.13195,7.64710e-04,4.27658e+01,2.60454e-01,7.25072e-01,9.70712e-01,0.00609024,3.63854e+02,-5.58714e-07
33100,0.25411,2.93766e-03,4.38620e+01,2.31486e-01,7.16661e-01,9.19547e-01,0.00527759,3.64531e+02,-4.71253e-07
33200,0.17739,1.48355e-03,3.96910e+01,1.90051e-01,6.76022e-01,8.71542e-01,0.00478826,3.65205e+02,-1.22272e-07
33300,0.11899,6.44696e-04,4.25210e+01,1.65513e-01,5.90296e-01,6.28299e-01,0.00389250,3.65878e+02,-1.40535e-07
33400,0.15905,1.17711e-03,4.15767e+01,1.93351e-01,5.73757e-01,6.70501e-01,0.00465047,3.66548e+02,-1.36926e-07
33500,0.14926,9.90250e-04,3.73677e+01,2.26299e-01,6.15333e-01,9.90495e-01,0.00605599,3.67216e+02,-3.78111e-07
33600,0.15237,1.07582e-03,2.95184e+01,2.44978e-01,6.61016e-01,1.13292e+00,0.00829917,3.67883e+02,-4.24646e-07
33700,0.20177,1.81903e-03,3.19403e+01,2.56768e-01,6.97089e-01,1.22143e+00,0.00803900,3.68549e+02,-2.91433e-07
33800,0.21218,2.11570e-03,3.56607e+01,2.42155e-01,7.39394e-01,1.00842e+00,0.00679053,3.69213e+02,-2.80758e-07
33900,0.12985,6.99097e-04,2.99912e+01,1.95283e-01,7.08284e-01,8.19564e-01,0.00651134,3.69874e+02,-9.86401e-08
34000,0.16468,1.19493e-03,3.73738e+01,1.65918e-01,6.28520e-01,7.88293e-01,0.00443943,3.70534e+02,-1.53266e-07
34100,0.21510,2.13344e-03,4.12582e+01,1.83205e-01,6.15148e-01,8.06777e-01,0.00444045,3.71192e+02,1.54261e-08
34200,0.17780,1.41379e-03,3.14370e+01,2.25244e-01,6.51050e-01,9.36908e-01,0.00716494,3.71848e+02,-1.79478e-07
34300,0.17268,1.36737e-03,3.35821e+01,2.57048e-01,7.18755e-01,1.12859e+00,0.00765431,3.72502e+02,7.06482e-08
34400,0.17850,1.39203e-03,3.87832e+01,2.44696e-01,7.60869e-01,1.27195e+00,0.00630934,3.73155e+02,1.58651e-08
34500,0.14481,9.22950e-04,3.50551e+01,2.15720e-01,7.56947e-01,1.05983e+00,0.00615373,3.73806e+02,-2.35897e-08
34600,0.16407,1.14415e-03,3.06967e+01,1.95851e-01,7.00936e-01,8.42512e-01,0.00638018,3.74456e+02,-1.58473e-07
34700,0.19361,1.63662e-03,3.49944e+01,1.74289e-01,6.63439e-01,8.61927e-01,0.00498046,3.75103e+02,-2.44791e-07
34800,0.12789,7.31674e-04,4.29881e+01,1.68993e-01,6.40322e-01,8.41932e-01,0.00393115,3.75750e+02,-2.25661e-07
34900,0.16114,1.09813e-03,3.33296e+01,2.14099e-01,7.03694e-01,1.03466e+00,0.00642368,3.76393e+02,3.10160e-08
35000,0.20085,1.81020e-03,2.88613e+01,2.56277e-01,8.17768e-01,1.12268e+00,0.00887962,3.77035e+02,-9.88430e-08
35100,0.16714,1.21176e-03,4.21817e+01,2.45245e-01,8.83149e-01,1.04769e+00,0.00581402,3.77676e+02,-1.13160e-07
35200,0.16044,1.09212e-03,4.28739e+01,2.03651e-01,8.23647e-01,1.02712e+00,0.00475000,3.78315e+02,2.66508e-07
35300,0.15406,1.05859e-03,3.49694e+01,1.73277e-01,7.33833e-01,8.88488e-01,0.00495509,3.78953e+02,-2.04649e-07
35400,0.16626,1.18192e-03,3.59783e+01,1.66263e-01,6.39070e-01,7.43365e-01,0.00462122,3.79588e+02,-2.72686e-07
35500,0.15697,1.02362e-03,4.01375e+01,1.87295e-01,6.24664e-01,8.18119e-01,0.00466634,3.80221e+02,-2.43838e-07
35600,0.14483,9.22206e-04,3.59702e+01,2.10739e-01,6.49879e-01,1.24260e+00,0.00585872,3.80853e+02,-4.02620e-07
35700,0.17209,1.25532e-03,2.86084e+01,2.37815e-01,6.98679e-01,1.43746e+00,0.00831276,3.81483e+02,-2.85240e-07
35800,0.17721,1.35503e-03,3.62611e+01,2.45721e-01,7.81175e-01,1.31283e+00,0.00677643,3.82112e+02,-3.67636e-07
35900,0.15856,1.11340e-03,3.57957e+01,2.17168e-01,7.62326e-01,1.18228e+00,0.00606686,3.82740e+02,-2.98988e-07
36000,0.14497,8.81811e-04,2.91862e+01,1.70517e-01,6.79931e-01,1.02257e+00,0.00584240,3.83366e+02,-2.49626e-07
36100,0.13888,8.18825e-04,3.94560e+01,1.51977e-01,6.17023e-01,8.73115e-01,0.00385180,3.83989e+02,-3.48366e-07
36200,0.19062,1.57859e-03,3.82732e+01,1.82045e-01,6.31478e-01,9.08374e-01,0.00475648,3.84611e+02,-2.44954e-07
36300,0.24283,2.51681e-03,2.89236e+01,2.22625e-01,6.97140e-01,1.15809e+00,0.00769703,3.85230e+02,-1.02828e-07
36400,0.16101,1.12951e-03,3.58333e+01,2.34413e-01,8.05017e-01,1.36141e+00,0.00654176,3.85849e+02,-2.82840e-07
36500,0.14148,8.43243e-04,3.59651e+01,2.26081e-01,8.56016e-01,1.34140e+00,0.00628612,3.86466e+02,1.16494e-08
36600,0.20208,1.70173e-03,3.26832e+01,2.04135e-01,8.49700e-01,1.06495e+00,0.00624587,3.87082e+02,-1.96107e-07
36700,0.18690,1.46633e-03,3.18190e+01,1.77660e-01,8.11421e-01,8.21905e-01,0.00558346,3.87695e+02,-1.22813e-07
36800,0.14310,8.91985e-04,3.63951e+01,1.52655e-01,7.42383e-01,8.95498e-01,0.00419439,3.88306e+02,-5.14059e-08
36900,0.14463,8.95257e-04,4.24601e+01,1.63227e-01,7.26553e-01,1.07336e+00,0.00384424,3.88916e+02,-2.15766e-07
37000,0.16539,1.11414e-03,3.02926e+01,2.15966e-01,8.25821e-01,1.24876e+00,0.00712932,3.89524e+02,-1.22260e-07
37100,0.18182,1.34947e-03,2.94076e+01,2.46740e-01,9.48678e-01,1.32595e+00,0.00839035,3.90131e+02,1.66937e-07
37200,0.15735,1.02815e-03,4.29326e+01,2.20824e-01,9.63131e-01,1.34285e+00,0.00514350,3.90736e+02,9.22615e-08
37300,0.16561,1.11546e-03,3.30157e+01,1.86080e-01,9.24141e-01,1.24284e+00,0.00563610,3.91340e+02,1.66502e-07
37400,0.15398,1.01447e-03,3.09031e+01,1.63991e-01,7.95659e-01,9.18749e-01,0.00530662,3.91942e+02,-7.68370e-09
37500,0.17036,1.19796e-03,4.05948e+01,1.60299e-01,7.34494e-01,7.85562e-01,0.00394876,3.92542e+02,-1.33833e-07
37600,0.16377,1.12343e-03,4.07718e+01,1.73212e-01,7.04690e-01,9.51406e-01,0.00424832,3.93140e+02,-3.91051e-08
37700,0.13355,7.20281e-04,3.70666e+01,2.00768e-01,7.52314e-01,1.32487e+00,0.00541641,3.93736e+02,-3.08469e-07
37800,0.17273,1.21946e-03,3.08934e+01,2.32872e-01,8.31361e-01,1.55724e+00,0.00753792,3.94332e+02,4.21282e-09
37900,0.20058,1.61204e-03,3.52493e+01,2.30624e-01,8.67630e-01,1.34989e+00,0.00654266,3.94927e+02,2.22193e-07
38000,0.19376,1.59203e-03,3.66937e+01,1.86945e-01,8.30526e-01,1.20467e+00,0.00509474,3.95519e+02,3.91222e-09
38100,0.15258,9.40954e-04,2.64848e+01,1.53447e-01,7.00395e-01,1.19160e+00,0.00579378,3.96110e+02,-1.55673e-07
38200,0.12773,6.71543e-04,3.54639e+01,1.50987e-01,6.60288e-01,1.03583e+00,0.00425747,3.96699e+02,-1.95047e-07
38300,0.15887,1.03994e-03,3.70911e+01,1.81952e-01,6.60401e-01,1.07521e+00,0.00490555,3.97286e+02,4.46673e-08
38400,0.19818,1.57602e-03,2.67790e+01,2.14912e-01,7.43721e-01,1.47295e+00,0.00802539,3.97872e+02,-1.82259e-08
38500,0.18529,1.41721e-03,3.65984e+01,2.20457e-01,8.36877e-01,1.65209e+00,0.00602368,3.98457e+02,7.25244e-08
38600,0.16789,1.11782e-03,3.66078e+01,2.12324e-01,9.42470e-01,1.39104e+00,0.00579996,3.99040e+02,1.22062e-07
38700,0.19952,1.59571e-03,2.63172e+01,1.94358e-01,8.82120e-01,1.12268e+00,0.00738519,3.99622e+02,1.71210e-09
38800,0.14296,8.20818e-04,3.44404e+01,1.55663e-01,8.30554e-01,9.10719e-01,0.00451977,4.00202e+02,7.58796e-08
